pH;Dureza;Sólidos;Cloraminas;Sulfatos;Conductividad;Carbono_orgánico;Trihalometanos;Turbidez;Potabilidad
5.58;223.62;13289.2;7.7;368.9;375.28;20.22;104.58;4.04;SI
4.3;227.01;7323.3;7.49;326.7;412.9;12.91;68.75;2.01;SI
7.31;185.82;21989.77;8.44;;425.53;14.95;89.77;3.58;SI
6.42;185.31;33360.17;5.57;374.71;509.82;17.85;103.32;4.05;SI
;181.3;23614.7;5.45;282.31;510.94;13.98;52.3;3.89;SI
10.77;163.1;38037.35;7.6;350;477.72;13.53;;3.23;SI
5.04;190.16;29258.74;4.99;300.48;332.36;11.06;116.16;3.53;SI
;204.86;24590.13;7.77;;440.94;12.57;118.36;4.32;SI
10.42;167.42;34535.55;6.35;344.31;491.52;19.36;45.1;4.21;SI
8.42;191.87;29313.78;5.61;306.33;546.79;13.13;96.13;3.44;SI
7.81;200.71;15694.51;7.22;;519.86;13.26;79.34;2.47;SI
7.56;156.46;32833.43;3.31;257.28;277.23;17.86;62.55;3.29;SI
11.24;169.4;43533.66;5.89;341.03;336.45;16.09;59.49;2.93;SI
5.73;197.19;12932.59;5.68;280.93;445.07;14.18;68.12;4.41;SI
10.49;185.09;26453;9.55;392.35;455.74;15.98;47.4;3.8;SI
3.79;218.49;16929.29;6.11;;410.69;14.09;60.32;4.62;SI
5.72;184.23;19393.47;5.3;290.28;502.99;19.64;68.24;3.43;SI
;182.32;30430.21;6.15;350.45;479.96;16.58;58.68;4.54;SI
5.47;218.51;14608.36;5.62;;472.8;10.58;73.11;4.96;SI
;178.23;37861.44;3.91;;535.09;17.55;64.07;5.11;SI
6.77;181.82;26880.22;5.22;284.75;475.55;14.67;60.52;4.91;SI
6.04;188.66;24856.61;4.37;295.9;355.01;7.62;79.94;4.75;SI
;212.48;23572.16;4.98;300.73;449.95;7.09;66.03;3.09;SI
6.32;210.31;11682.23;6.97;311.78;375.96;11.97;62.96;4.55;SI
9.19;165.64;18073.97;8.11;;534.7;8.19;59.66;4.19;SI
8.68;161.12;40799.36;5.38;305.53;499.28;15.97;75.91;3.88;SI
7.96;224.32;11551.22;9.49;367.47;451.81;14.91;79.69;2.29;SI
5.48;196.79;19378.36;5;295.59;348.4;18.71;76.41;4.44;SI
7.19;177.49;34510.75;4.98;295.83;477.99;16.78;62.76;4.28;SI
5.47;213.16;18295.37;6.04;;317.95;13.79;49.64;2.96;SI
;195.02;17382.43;7.04;329.13;383.79;11.15;90.89;3.84;SI
9.79;161.06;30249.17;5.21;258.04;413.16;12.49;76.23;3.73;SI
3.64;238.94;10102.49;7.53;337.53;509.15;13.82;49.65;5.45;SI
7.06;188.39;20567.15;7.44;360.32;656.92;16.27;84.83;4.4;SI
6.63;201.67;24161.25;7.96;369.62;346.86;17.03;61.21;3.39;SI
5.91;215.5;13086.64;7.78;334.69;283.4;14.68;55.33;5.65;SI
9.48;122.91;56351.4;4.22;219.55;480.85;13.53;41.73;4.13;SI
8.45;163.95;19583.06;6.43;334.66;547.02;18.24;45.67;5.22;SI
7.73;227.84;18767.94;9.72;;328.85;8.23;66.68;4.6;SI
6.86;179.07;27567.38;5.89;227.35;391.6;14.67;83.47;4.5;SI
5.85;212.16;19417.77;8.44;;393.95;17.56;49.39;3.37;SI
6.3;172.35;40682.14;4.24;302.61;485.67;18.74;64.81;3.71;SI
6.65;251.84;5516.87;11.14;;339.21;11.93;76.52;4.39;SI
7.31;158.71;23154.06;4.14;276.55;436.52;10.89;87.91;2.22;SI
6.57;192.65;14598.95;6.16;314.14;343.9;17.34;53.09;2.82;SI
6;196;16136.43;5.69;301.98;336.91;11.99;43.91;4.32;SI
;212.91;14101.87;9.11;388.79;337.19;8.6;74.58;3.62;SI
5.94;222.92;18061.7;9.98;421.72;323.5;14.3;51.87;3.94;SI
7.59;195.67;17444.67;5.31;;517.2;14.8;85.78;4.53;SI
6.88;192.02;25422.34;7.57;;501.61;10.79;68.29;3.4;SI
8.02;211.03;14034.49;9.8;389.34;491.08;14.51;35.57;4.31;SI
8.78;199.93;19471.47;7.42;319.74;324.94;16.31;74.57;3.47;SI
6.91;179.21;25612.15;7.22;318.99;298.55;11.86;94.34;4.62;SI
8.72;181.01;17430.92;7.42;;289.2;14.43;55.39;3.91;SI
5.97;197.1;22543.26;5.66;338.36;410.8;11.17;59.83;3.72;SI
4.43;256.21;8746.9;9.01;;432.11;16.31;;4.27;SI
;134.68;30211.83;4.79;234.29;391.82;19;;3.84;SI
;221.68;10117.08;8.03;356.21;508.26;14.06;40.92;3.19;SI
8.22;155.76;30579.37;3.31;;344.95;13.69;77.18;4.51;SI
7.83;176.73;33337.11;5.44;286.99;290.12;5.87;75.71;5.2;SI
7.95;186.79;15171.01;7.83;;406.61;20.54;88.06;3.32;SI
6.11;178.45;30606.22;5.57;260.77;472.26;16.71;46.55;3.68;SI
;226.27;15380.12;6.66;;392.56;14.08;50.29;4.52;SI
7.14;179.23;19862.81;8.11;337.95;364.52;17.38;88.36;3.77;SI
;223.51;20134.4;7.98;359.23;477.34;10.93;49.15;4.31;SI
7.97;156.45;27008.01;4.72;;455.84;8.36;52.5;3.17;SI
6.64;194.05;20339.02;6.03;307.95;412.58;15.89;57.64;4.52;SI
6.39;193.05;31620.19;7.07;;515.81;13.08;99.64;3.04;SI
6.28;205.12;25972.8;8.42;383.67;456.54;13.95;32.8;4.6;SI
7.99;174.56;34585.09;6.59;;543.95;12.2;71.27;4.65;SI
5.07;211.69;22781.36;5.33;317.1;483.44;14.5;77.21;4.36;SI
;164.91;32768.23;6.31;285.56;527.2;15.84;59.73;3.5;SI
8.15;205.85;15661.94;7.01;335.62;555.59;14.86;72.76;2.8;SI
7.58;185.05;23072.78;5.89;297.51;518.05;12.04;80.31;4.16;SI
5.34;198.38;13492.84;6.56;328.65;591.36;14.08;61.39;4.1;SI
7.87;219.62;12760.44;8.08;360.09;350.83;15.7;84.16;2.94;SI
5.33;233.14;13580.62;7.36;356.42;438.55;10.05;55.23;4.86;SI
10.55;185.17;32150.98;8.93;;566.38;14.28;85.39;3.95;SI
;186.17;18085.16;4.95;298.4;347.99;15.72;75.59;3.07;SI
7.47;177.23;15736.58;6.88;277.11;401.62;11.29;58.24;3.71;SI
7.94;211.82;32071.18;7.77;290.34;353.34;17.87;78.49;4.11;NO
2.69;151.78;30204.55;6.05;303.7;377.2;14.12;45.6;4.65;NO
9.14;194.82;9496.91;6.19;345.71;562.77;13.68;74.42;3.28;NO
5.21;192.65;34184.31;5.78;282.97;380.43;15.87;80.5;4.45;NO
8.65;175.43;9898.02;6.05;336.48;410.63;10.07;;5.23;NO
7.76;186.69;22440.4;7.46;343;320.93;19.57;;2.84;NO
7.1;177.57;12691.52;7.17;;447.03;14.38;60.74;5.46;NO
5.36;179.91;27045.93;6.52;311.47;408.92;9.7;79.48;3.87;NO
6.58;200.73;23720.48;8.57;353.01;458.36;13;79.53;4.15;NO
6.81;209.74;32602.34;7.42;341.17;340.03;16.74;42.35;4.4;NO
;191.53;12885.52;6.98;328.6;596.75;13.45;50.76;2.37;NO
5.57;193.16;17546.4;9.22;366.2;538.53;13.95;67.14;5.15;NO
8.56;216.66;18337.46;8.29;311.33;390.94;17.14;39.78;3.69;NO
4.48;172.38;13122.22;5.28;291.2;413.55;11.87;75.5;2.2;NO
3.78;157.85;20384.77;4.67;300.05;432.43;12.7;;4.4;NO
7.14;184.75;22575.19;6.91;;504.87;18.5;66.14;4.14;NO
;171.59;14784.76;7.4;351.88;366.67;10.5;57.86;3.21;NO
7.91;211.38;34808.44;8.91;;594.9;16.68;72.05;2.88;NO
;193.12;17388.98;7.7;382.06;468.94;16.23;67.87;4.22;NO
9.13;184.68;10418.11;6.85;388.07;371.48;10.44;68.18;3.76;NO
5.27;193.17;22005.44;6.18;267.83;351.48;15.66;68.62;4.12;NO
6.47;241.27;43958.68;7.42;306.02;544.6;20.77;89.65;3.79;NO
8.25;199.31;13909.48;9.37;406.05;423.74;14.8;97.28;4.13;NO
;196.43;18128.91;8.01;323.55;313.36;18.6;67.96;3.5;NO
6.7;176.9;28140.77;6.94;;455.97;16.04;40.08;3.81;NO
6.43;207.58;26855.11;7.09;304.17;418.42;17.92;34.82;4.81;NO
7.48;186.09;19621.33;8.17;369.19;475.21;12.13;105.17;4.09;NO
5.5;164.5;11950.24;6.8;302.19;537.54;14.39;69.94;4.66;NO
7.52;198.35;20139.43;7.18;;603.05;13.77;84.82;3.11;NO
;164.09;9344.65;5.96;349.02;367.39;13.94;88.77;4.56;NO
8.52;208.13;16446.33;6.73;372.5;346.37;12;80.76;3.36;NO
5.69;193.43;18742.93;6.56;327;448.75;13.62;56.33;4.11;NO
6.93;176.97;15323.41;5.67;369.34;435.95;21.81;104.75;3.88;NO
6.12;226.08;24699.52;6.71;298.33;429.71;14.54;71.05;3.69;NO
8.58;197.56;15888.63;4.87;311.56;464.73;18.74;40.22;3.51;NO
5.69;181.58;17589.27;7.24;350.78;345.54;16.03;;4.59;NO
;199.06;39927.74;5.45;259.01;257.96;14.24;52.62;4.06;NO
7.23;213.32;23129.75;6.19;304.56;624.23;16.98;73.73;4.15;NO
7.2;168.64;12763.27;6.9;;566.25;12.44;65.75;3.84;NO
3.85;190.99;26895.26;5.63;;660.25;18.13;78.15;3.58;NO
5.9;178.68;17420.09;5.29;;473.69;16.44;79.47;5.03;NO
;247.45;43846.03;7.87;324.24;334.17;16.66;54.24;3.57;NO
8.33;213.87;35477.77;8.36;346.79;569.1;17.47;62.79;4.4;NO
6.89;198.54;26240.49;5.15;;436.93;8.63;86.81;3.56;NO
5.55;217.02;34006.77;6.65;331.4;430.27;15.65;64.98;4.6;NO
;175.59;17092.23;7.34;323.15;491.73;11.71;52.36;4.32;NO
5.39;206.9;20416.65;7.31;356.38;525.12;10.22;70.03;4.32;NO
7.26;212.52;38713.11;5.84;262.1;332.43;14.1;70.3;4.85;NO
6.26;180.41;13826.26;7.08;346.63;422.6;11.84;77.84;3.99;NO
7.03;205.4;21884.54;7.28;304.73;442.41;15.84;65.58;2.94;NO
6.58;196.13;16609.93;6.67;323.37;304.71;12.5;85.68;3.92;NO
6.57;159.73;19044.68;6.69;283.51;393.63;18.21;67.05;2.77;NO
6.62;196.89;16010.52;7.26;;264.28;14.41;45.45;5.29;NO
7.22;180.19;13579.55;5.99;317.96;421.96;12.37;63.45;3.75;NO
5.25;191.98;34793.85;5.82;;395.71;12.57;54.97;3.49;NO
8.13;177.1;13238.07;6.68;;450.72;20.6;85.11;3.54;NO
6.62;150.72;11388.53;6.81;370.75;431.43;7.71;73.63;4.09;NO
;206.32;18752.27;8.2;344.59;510.49;5.36;61.91;3.29;NO
6.22;205.65;32911.93;5.95;298.39;414.77;12.13;79.25;2.08;NO
5.02;156.97;19272.7;6.18;331.56;341.36;16.2;75.3;4.09;NO
6.91;210.28;40290.22;6.87;294.02;340.7;18.25;84.02;1.5;NO
6.31;162.34;20849.19;7.09;;387.96;15.05;83.92;4.13;NO
;179.32;5075.27;8.74;455.45;392.35;16.84;76.24;4.4;NO
7.29;180.84;15823.34;7.72;;457.52;8.86;37.73;4.4;NO
6.63;186.76;30939.02;7.7;;330.88;13.82;86.75;3.49;NO
8.02;180.06;12135.72;6.26;310.07;666.69;17.66;66.59;3.18;NO
4.25;168.57;16073.67;5.36;261.27;449.05;11.35;86.95;4.12;NO
4.27;199.5;25634.53;5.91;260.26;300.55;12.2;55.94;4.9;NO
9.27;203.25;20478.79;6.84;337.3;508.28;19.16;;4.33;NO
9.62;210.26;18185.05;7.94;;387.33;17.48;65.99;3.17;NO
7.09;192.39;25524.82;7.35;322.74;548.92;14.52;64.12;3.99;NO
3.43;152.48;16318.73;5.97;313.06;412.92;9.97;68.51;4.1;NO
8.44;242.49;44896.98;7.86;;575.94;14.53;50.77;2.5;NO
12.25;217.37;11318.14;8.47;375.89;347.65;9.76;73.83;3.53;NO
7.34;198.53;14037.04;5.79;;479.24;11.09;61.1;5.29;NO
4.62;192.57;14982.31;6.08;;344.15;11.09;88.48;2.63;NO
8.31;229.94;18452.65;6.9;338.48;464.9;9.51;84.05;4.63;NO
4.91;157.24;10488.77;6.93;;311.75;11.02;48.53;5.35;NO
7.71;178.81;18610.12;7.73;;462.2;13.89;64.84;4.24;NO
;173.82;26552.97;6.29;293.17;366.72;13.27;72.13;3.21;NO
7.82;179.22;27558.54;7.5;315.45;359.1;12.62;52.38;3.33;NO
8.21;189.94;17447.99;6.76;;449.41;15.34;54.95;4.15;NO
6.96;187.75;13457.21;7.36;330.75;350.6;16.72;77.67;4.19;NO
;193.93;14936.5;7.2;309.45;447.45;12.18;;4.3;NO
4.35;157.51;24352.07;5.97;287.05;432.64;10.67;44.29;4.44;NO
6.63;195.7;21495.54;6.55;363.69;335.8;11.4;66.17;2.53;NO
8.97;195.74;9049.68;7.47;396.45;378.53;17.76;114.21;3.98;NO
6.77;194.64;15719.49;6.75;339;441.73;22.89;75.47;3.24;NO
6.72;223.18;41552.02;7.74;271.16;463.89;13.17;61.06;2.92;NO
;221.39;27979.74;6.57;349.62;355.78;9.99;81.96;3.44;NO
6.97;218.79;33933.71;8.98;361;438.81;18.63;71.92;3.27;NO
;225.97;32617.12;7.38;259.21;355.88;11.12;66.36;3.23;NO
7.05;240.85;19500.35;8.05;383.67;377.19;12.96;55.52;5.67;NO
7.76;196.78;19024.69;6.91;392.8;338.43;10.77;76.62;2.73;NO
8.58;174.51;6493.55;7.04;409.38;403.6;16.12;52.17;3.2;NO
6.9;173.15;10323.96;7.44;376.81;538.62;10.4;36.75;3.04;NO
7.81;203.38;24470.2;7.63;321.97;516.65;17.24;80.65;4.1;NO
5.92;154.77;9712.56;5.33;;386.22;16.58;65.88;4.27;NO
7.02;225.35;23109.85;5.91;320.54;459.9;13.67;77.34;3.68;NO
;189.81;19887.77;8.12;415.93;547.03;12.96;70.94;4.89;NO
8.13;206.79;25838.13;8.68;346.61;472.28;11.63;;2.97;NO
6.06;184.37;14807.27;5.75;384.82;462.01;14.75;34.27;4.37;NO
5.34;211.66;45166.91;6.65;279.77;485.96;19.68;70.55;4.24;NO
;152.51;11398.73;8.73;400.67;385.34;11.68;58.6;5.44;NO
5.74;182.94;21293.89;6.83;306.54;435.23;11.14;68.61;4.27;NO
6.58;182.38;24723.11;6.24;;414.35;17.58;78.21;4.4;NO
8.07;198.87;18266.62;6.9;396.62;376.71;10.92;87.38;3.06;NO
6.65;187.95;19155.73;5.95;345.36;433.88;20.52;26.14;3.66;NO
5.51;164.5;21543.73;5.98;;453.88;13.34;55.75;2.78;NO
;214.97;36112.13;7.09;;414.1;15.87;71.63;2.43;NO
6.44;174.78;11306.26;6.69;;544.35;17.11;89.12;3.68;NO
;194.45;41461.32;6.95;239.91;362.5;14.11;58.75;4.89;NO
8.25;201.34;24912.88;7.88;389.09;415.68;12.84;51.86;3.54;NO
2.57;201.6;48204.17;6.38;261.72;429.75;10.78;79.72;5.51;NO
5.66;186.65;18678.95;5.15;313.08;335.51;17.55;59.57;3.57;NO
9;234.84;20933.51;7.98;365.06;444.08;12.17;54.4;3.7;NO
5.59;171.33;17732.24;5.59;343.04;466.45;13.83;59.38;4.37;NO
6.27;159.29;18711.06;6.84;314.22;499.6;15.06;68.11;3.27;NO
6.92;201.41;16515.87;8.46;357.94;336.05;20.93;60.52;4.24;NO
8.07;210.27;16843.36;8.79;359.52;559.17;17.26;68.74;5.08;NO
8.83;196.56;17699.61;8.94;379.91;486.86;17.52;61.18;3.79;NO
8.65;183.6;12995.89;6.2;382.36;489.76;18.08;93.41;3.62;NO
7.48;215.43;31359.39;7.5;337.46;477.24;12.19;53.91;4.02;NO
11.53;183.26;4111.79;7.42;398.96;475.26;10.84;69.42;3;NO
6.45;179;23129.46;6.35;326.85;371.88;13.18;41.53;3.44;NO
8.19;172.29;13528.55;7.35;377.46;455.02;7.24;;3.49;NO
7.25;210.27;31561.96;9.08;;558.53;13.42;73.63;3.32;NO
7.89;201.43;20526.05;5.63;299.02;303.88;15.25;71.54;3.3;NO
6.16;203.02;19231.68;8.55;;371.17;8.23;76.66;3.45;NO
7.94;170.45;6626.38;5.12;372.63;316.02;23.14;73.79;4.27;NO
8.28;227.65;17995.41;7.49;323.38;459.87;14.36;16.29;3.69;NO
4.91;173.78;14786.14;5.84;267.56;620.35;7.78;38.79;3.15;NO
8.14;182.43;10673.58;6.61;;427.55;13.72;77.77;2.57;NO
5.12;179.7;26215.4;5.5;303.26;369.62;14.76;82.83;3.81;NO
6.45;163.45;16906.33;5.15;283.22;397.51;16.79;82.02;3.33;NO
5.61;204.57;16615.91;5.62;316.1;341.52;15.17;73.45;3.47;NO
5.75;241.6;31871.29;7.3;203.44;495.95;22.76;71.43;5.92;NO
6.91;199.64;15201.34;5.14;;306.02;15.21;90.58;3.28;NO
6.34;228.46;29342.71;6.96;;398.18;15.55;92.01;3.75;NO
8.12;200.35;25412.71;6.55;314.09;411.99;12.42;59.76;4.43;NO
;194.17;11275.87;7.27;399.28;427.9;15.21;34.47;2.91;NO
8.94;218.39;23774.26;6.41;324.84;413;13.45;63.58;5.17;NO
6.45;190.32;22034.95;6.91;;353.9;12.16;67.21;3.43;NO
8.46;225.71;15677.97;6.41;314.33;636.26;10.61;71.96;3.51;NO
6.93;210.43;22802.04;5.95;;473.8;13.9;64.04;4.15;NO
6.26;173.84;25456.27;6.23;;482.02;14.24;70.7;4.19;NO
5.67;203.45;27244.63;6.6;;361.24;11.1;68.92;5.6;NO
7.95;211.8;15938.29;6.64;385.65;392.17;9.62;40.23;5.43;NO
7.5;210.99;23707.47;7.15;;484.84;18.08;52.97;4.45;NO
4.7;198.91;24767.17;7.88;353.48;512.84;19.96;44.35;4.64;NO
6.71;203.64;23748.18;6.73;342.44;455.97;15.88;63.68;3.86;NO
9.5;175.59;4466.26;6.42;370.85;406.31;13.75;57.44;4.24;NO
4.41;169.74;15039.71;6.31;352.92;424.25;14.44;79.17;4.09;NO
6.81;166.59;18852.12;7.85;;294.38;13.45;54.12;4.12;NO
6.98;181.12;17503.31;6.93;;181.48;11.6;72.03;4.43;NO
6.97;205.98;19207.31;7.29;283.48;459.18;17.92;50.88;3.03;NO
5.76;184.85;22159.02;6.3;347.78;449.44;12.95;65.84;2.91;NO
8.4;199.5;16772.23;8.12;343.4;402.46;17.24;75.85;2.84;NO
8.83;189.98;13527.99;7.15;408.59;338.51;18.54;;3.05;NO
9.4;162.16;9225.77;8.28;;451.52;12.63;80.25;3.53;NO
7.59;201.07;19214.19;7.71;351.39;451.21;4.37;74.67;3.54;NO
5.15;198.33;16795.32;6.71;326.95;303.33;12.51;66.38;4.84;NO
4.92;191.47;23425.33;6.86;;316.42;18.28;43.43;3.61;NO
;202.89;24518.57;7.22;360.15;492.35;16.74;72.71;4.17;NO
7.37;180.74;25672.31;7.38;310.57;298.05;12.67;27.56;4.08;NO
8.28;200.16;29381.94;7.25;;456.47;15.16;70.34;4.77;NO
10.2;211.96;21708.95;7.49;;395.14;21.52;62.66;3.27;NO
4.56;189.26;23829.79;7.82;325.17;401.55;13.62;;4.82;NO
;205.95;29743.82;7.52;;430.25;20.72;82.4;3.89;NO
5.2;195.33;23051.44;6.96;245.73;473.55;11.66;49.52;3.93;NO
9.15;230.56;30468.64;7.67;337.56;539.63;16.13;58.13;5.44;NO
7.62;204.87;8403.28;6.01;418.31;311.18;12.74;67.28;4.24;NO
7.81;183.7;9812.12;7.61;400.37;539.61;12.35;90.39;4.71;NO
7.72;203.35;35800.7;7.68;312.92;424.97;18.09;96.44;4.17;NO
9.06;197.67;17403.53;7.69;337.46;414.77;15.35;63.7;3.32;NO
8.08;213.76;21689.63;8.77;325.03;508.12;17.04;;5.25;NO
5.85;210.44;33095.39;6.1;312.38;482.45;11.81;61.94;4.87;NO
8.47;199.49;26559.38;7.9;351.74;491.52;9.5;66.15;2.94;NO
9.23;180.94;10345.4;6.06;;397.04;18.22;53.98;3.84;NO
8.17;208.28;12806.83;5.49;322.92;472.03;13.39;28.57;4;NO
6.38;211.92;20709.28;6.17;278.95;525.08;16.68;74.53;4.99;NO
6.99;221;20769.52;8.36;307.52;326.59;12.29;62.77;4.81;NO
10.38;200;8644.83;9.82;442.76;473.81;14.16;64.16;3.58;NO
;182.1;17423.41;6.82;;495.51;11.56;85.86;3.57;NO
3.59;213.7;33431.67;5.54;308.38;465.63;18.13;50.08;4.14;NO
7.39;201.06;13921.15;7.77;;560.77;14.47;74.37;4.41;NO
6.97;158.04;12256.68;7.11;371.52;382.44;14.41;78.1;2.96;NO
6.7;182.13;24316.88;7.01;341.33;479.54;20.09;53.93;4.22;NO
7.14;183.43;16916.41;6.54;;363.77;10.14;42.32;3.15;NO
6.65;213.96;16388.41;7.66;357.73;372.69;15.38;31.9;5.14;NO
;182.06;17869.46;9.83;361.54;359.45;20.21;49.16;4.17;NO
7.94;197.05;10762.94;7.52;384.79;406.12;16.24;74.61;2.99;NO
8.23;182.2;18132.09;6.71;335.78;569.93;15.12;63.36;2.78;NO
8.67;162.36;3802.41;6.28;;337.97;19.27;84.19;3.49;NO
5.06;214.53;21035.11;9.13;;471.18;13.33;58.19;5.12;NO
7.89;176.32;11697.61;8.2;376.78;383.02;12.68;57.28;2.87;NO
7.04;194.05;16733.12;7.7;350.24;504.93;19.7;82.25;3.97;NO
8.31;177.17;8451.32;5.81;335.87;361.69;14.36;50.93;4.46;NO
8.27;168.69;13181.67;6.38;298.31;294.3;12.37;79.21;4.41;NO
;199.57;25305.1;5.96;329.13;287.6;13.79;33.78;4.13;NO
7.4;217.94;24502.16;5.92;;426;12.26;49.5;2.46;NO
6.37;183.79;11619.71;6.04;343.83;362.78;16.64;73.26;2.61;NO
8.41;185.18;29985.25;8.18;;489.9;17.7;74.23;4.35;NO
7.1;207.54;22671.48;6.28;295.59;297.11;17.11;71.02;4.91;NO
7.32;196.1;19534.42;6.66;297.84;418.08;17.16;69.47;2.98;NO
5.2;173.12;11178.4;5.89;343.21;390.07;14.16;65.43;3.81;NO
;213.47;20626.52;8.44;318.74;337.9;7.69;77;3.24;NO
;215.75;36776.14;6.67;294.11;489.89;11.18;;4.75;NO
6.28;178.71;16950.02;7.87;370.33;388.55;10.97;74.61;3.02;NO
6.82;146.13;13467.88;6.42;289.58;412.84;14.31;81.53;4.02;NO
6.63;209.16;20487.92;7.28;332.88;524.88;20.75;60.24;3.16;NO
10.3;199.61;11278.83;7.46;433.45;461.98;17.1;63.19;3.86;NO
6.12;181.31;15135.13;5.82;293.84;391.61;11.59;61.95;5.46;NO
;196.14;10540.34;6.46;359.17;400.68;13.58;45.9;4.15;NO
6.85;165.82;6068.45;6.13;373.21;442.79;11.12;64.03;4.26;NO
;227.08;45166.64;8.08;279.76;472.25;17.01;72.61;3.14;NO
6.41;197.68;19505.3;8.26;;436.06;12.9;;2.2;NO
5.12;195.02;17279.51;7.03;336.47;446.71;4.86;72.84;3.5;NO
3.43;185.34;22690.24;8.15;309.22;398.37;10.03;55.95;5.39;NO
10.85;236.73;14036.16;9;;564.9;17.41;;3.13;NO
8.73;213.61;18862.67;8.67;324.03;396.23;20.06;96.59;4.57;NO
10.35;241.67;18588.3;8.78;;303.69;13.62;75.13;5.23;NO
8.17;192.39;19808.54;6.96;377.7;503.52;13.78;59.54;3.99;NO
8.03;197.61;25204.67;6.5;330.55;490.82;15.11;89.8;2.45;NO
8.21;188.28;19902.82;5;;331.35;15.06;57.81;3.63;NO
7.89;203.3;16853.68;7.33;339.77;398.99;19.32;58.57;3.51;NO
;218.41;11370.65;6.87;392.84;284.55;16.1;;3.27;NO
5.49;192.51;21715.77;5.45;;553.29;13.08;87.28;3.65;NO
8.16;162.23;10494.57;8.09;423.95;487.32;16.01;69.98;4.13;NO
6.87;184.25;14464.12;6.76;371.28;497.7;14.78;73.43;3.48;NO
5.82;220.13;40009.72;6.63;;493.12;12.42;49.13;3.91;NO
7.45;203.2;15825.18;6.75;;348.95;11.09;91.49;3.93;NO
6.9;228.8;45939.69;9.56;377.81;392.38;13.87;66.98;3.82;NO
7.54;180.12;17253.34;5.74;;575.92;14.86;58.75;4.44;NO
4.1;168.28;22207.47;5.85;;344.87;15.47;34.72;3.81;NO
5.33;196.03;24000.52;5.73;335.09;511.71;18.59;68.46;5.8;NO
6.96;206.82;24036.59;7.69;356.63;552.27;8.57;88.62;4.76;NO
6.85;177.83;16515.67;6.15;308.9;543;12.63;60.9;4.71;NO
6.28;175.89;11582.51;7.06;;430.32;15.67;86.76;3.28;NO
6.74;197.37;34702.42;5.87;261.07;390.05;17.76;91.38;4.38;NO
5.5;184.43;26744.3;7.36;332.03;459.64;18.42;71.88;4.12;NO
7.58;217.28;36343.41;8.53;375.96;393.88;17.44;77.72;3.64;NO
5.87;159.43;16298;5.78;;525.21;11.06;79.29;5.3;NO
6.39;220.42;21051.26;8.74;348.05;353.37;19.64;48.71;4.73;NO
5.82;204.05;37174.01;7.87;329.02;466.78;13.99;96.83;4.37;NO
5.51;212.56;27859.75;6.65;286.47;524.55;13.07;99.92;4.46;NO
6.73;192.44;22296.06;7.45;;326.35;11.83;;4.36;NO
5.2;200.46;37200.24;7.4;311.79;573.14;17.24;74.95;3.3;NO
;191.01;9626.89;6.18;353.06;271.37;13.44;92.49;4.65;NO
7.36;215.64;28263.31;6.48;;417.61;16.55;56.4;3.93;NO
7.07;207.36;22523.43;8.06;343.29;503.25;12.17;83.66;4.13;SI
5.42;232.39;25107.21;6.54;;473.27;10.82;81.22;3.76;SI
7.02;222.11;16351.23;7.84;353.19;420.14;8.84;66.54;5.25;SI
;246.24;6974.23;9.81;417.91;355.53;13.33;68.39;4.14;SI
6.04;150.67;13593.6;6.46;401.74;392.21;19.83;43.56;4.91;SI
6.2;246.48;31369.54;6.22;;527;10.52;62.13;3.57;SI
7.68;178.2;20243.09;7.1;;363.97;11.91;58.27;3.09;SI
8.06;125.71;35381.67;4.74;;463.46;7.09;98.59;3.04;SI
7.26;200.16;32595.12;7.57;324.55;489.27;12.31;45.69;3.97;SI
;239.44;15426.92;8.73;392.31;364.96;14.16;70.77;3.43;SI
6.79;306.63;28508.22;6.81;293.08;306.12;9.01;60.91;2.51;SI
7.37;204.04;8524.87;9.47;429.81;328.57;11.17;88.89;3.68;SI
8.84;195.83;11610.21;7.87;332.76;514.93;12.29;87.43;2.09;SI
7.11;148.62;23688.21;7;339.11;259.96;17.22;56.04;4.02;SI
5.29;194.06;21776.17;6.28;359.1;353.77;14.18;33.59;4.55;SI
7.17;162.48;39624.09;5.41;300.7;507.03;16.56;;4.53;SI
7.7;153.81;11598.68;8.05;;297.68;12.91;73.69;3.2;SI
8.69;219.18;16559.88;8.88;355.3;545.23;7.28;73.33;4.69;SI
;184.79;18113.02;8.32;381.51;530.25;19.39;70.96;3.08;SI
7;219.14;16078.46;7.65;355.69;282.5;17.3;65.07;3.36;SI
6.9;173.39;16616.52;6.35;329.34;337.44;12.45;60.16;4.49;SI
6.38;212.84;24259.75;7.36;;342.58;12.33;67.75;2.88;SI
9.92;196.6;37215.23;7.41;247.93;522.55;5.51;77.83;3.39;SI
5.61;271.63;26955.33;6.77;296.65;443.87;17.05;72.83;3.35;SI
6.28;225.94;22807.34;7.39;;328.68;13.23;50.8;3.12;SI
;190.27;15255.12;7.6;366.19;418.48;13.31;68.94;3.8;SI
7.71;191.69;19789.64;7.86;340.33;377.93;18.92;58.69;4.43;SI
6.35;162.21;22337.45;6.87;379.61;337.08;11.71;65.97;3.71;SI
7.96;184.83;26845.66;7.67;327.24;389.26;11.03;52.51;4.01;SI
6.62;164.25;13776.62;5.93;;315.2;12.08;61.47;3.8;SI
6;161;21111.66;4.34;301.31;384.75;9.26;71;4.18;SI
6.39;159.17;21217.16;5.3;317.26;305.24;16.87;62.15;3.27;SI
